SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE:BATAINDIA-EQ,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5
NSE:BAYERCROP-EQ,Bayer Cropscience Limited,EQ,08-JAN-2010,10,1,INE462A01022,10
NSE:BBL-EQ,Bharat Bijlee Limited,EQ,21-NOV-2006,5,1,INE464A01036,5
NSE:BBOX-EQ,Black Box Limited,BE,22-JUL-2003,2,1,INE676A01027,2
NSE:BBTC-EQ,Bombay Burmah Trading Corporation Limited,EQ,03-APR-1996,2,1,INE050A01025,2
NSE:BBTCL-EQ,B&B Triplewall Containers Limited,EQ,23-NOV-2022,10,1,INE01EE01011,10
NSE:BCG-EQ,Brightcom Group Limited,EQ,08-MAY-2015,2,1,INE425B01027,2
NSE:BCLIND-EQ,Bcl Industries Limited,EQ,04-MAR-2021,1,1,INE412G01024,1
NSE:BCONCEPTS-EQ,Brand Concepts Limited,EQ,11-JAN-2022,10,1,INE977Y01011,10
NSE:BDL-EQ,Bharat Dynamics Limited,EQ,23-MAR-2018,5,1,INE171Z01026,5
NSE:BEARDSELL-EQ,Beardsell Limited,EQ,13-JAN-2015,2,1,INE520H01022,2
NSE:BECTORFOOD-EQ,Mrs. Bectors Food Specialities Limited,EQ,24-DEC-2020,10,1,INE495P01012,10
NSE:BEDMUTHA-EQ,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,INE844K01012,10
NSE:BEL-EQ,Bharat Electronics Limited,EQ,19-JUL-2000,1,1,INE263A01024,1
NSE:BELLACASA-EQ,Bella Casa Fashion & Retail Limited,EQ,18-JUL-2025,10,1,INE344T01014,10
NSE:BELRISE-EQ,Belrise Industries Limited,EQ,28-MAY-2025,5,1,INE894V01022,5
NSE:BEML-EQ,BEML Limited,EQ,05-NOV-2003,10,1,INE258A01016,10
NSE:BEPL-EQ,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1
NSE:BERGEPAINT-EQ,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1
NSE:BESTAGRO-EQ,Best Agrolife Limited,EQ,10-APR-2024,10,1,INE052T01013,10
NSE:BFINVEST-EQ,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5
NSE:BFUTILITIE-EQ,BF Utilities Limited,EQ,03-MAY-2007,5,1,INE243D01012,5
NSE:BGRENERGY-EQ,BGR Energy Systems Limited,EQ,03-JAN-2008,10,1,INE661I01014,10
NSE:BHAGCHEM-EQ,Bhagiradha Chemicals & Industries Limited,EQ,18-OCT-2021,1,1,INE414D01027,1
NSE:BHAGERIA-EQ,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,INE354C01027,5
NSE:BHAGYANGR-EQ,Bhagyanagar India Limited,BE,17-MAY-2017,2,1,INE458B01036,2
NSE:BHANDARI-EQ,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1
NSE:BHARATFORG-EQ,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2
NSE:BHARATGEAR-EQ,Bharat Gears Limited,EQ,03-APR-1996,10,1,INE561C01019,10
NSE:BHARATRAS-EQ,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10
NSE:BHARATSE-EQ,Bharat Seats Limited,BE,24-MAR-2025,2,1,INE415D01024,2
NSE:BHARATWIRE-EQ,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10
NSE:BHARTIARTL-EQ,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5
NSE:BHARTIHEXA-EQ,Bharti Hexacom Limited,EQ,12-APR-2024,5,1,INE343G01021,5
NSE:BHEL-EQ,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2
NSE:BIGBLOC-EQ,Bigbloc Construction Limited,EQ,02-SEP-2016,2,1,INE412U01025,2
NSE:BIKAJI-EQ,Bikaji Foods International Limited,EQ,16-NOV-2022,1,1,INE00E101023,1
NSE:BIL-EQ,Bhartiya International Limited,EQ,12-APR-2000,10,1,INE828A01016,10
NSE:BILVYAPAR-EQ,BIL VYAPAR LIMITED,BE,27-SEP-2006,10,1,INE071A01013,10
NSE:BIOCON-EQ,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5
NSE:BIOFILCHEM-EQ,Biofil Chemicals & Pharmaceuticals Limited,BE,12-JUN-1996,10,1,INE829A01014,10
NSE:BIRLACABLE-EQ,Birla Cable Limited,BE,06-DEC-1995,10,1,INE800A01015,10
NSE:BIRLACORPN-EQ,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10
NSE:BIRLAMONEY-EQ,Aditya Birla Money Limited,EQ,07-FEB-2008,1,1,INE865C01022,1
NSE:BIRLANU-EQ,BirlaNu Limited,EQ,26-APR-1995,10,1,INE557A01011,10
NSE:BLACKBUCK-EQ,Zinka Logistics Solutions Limited,EQ,22-NOV-2024,1,1,INE0UIZ01018,1
NSE:BLAL-EQ,BEML Land Assets Limited,EQ,19-APR-2023,10,1,INE0N7W01012,10
NSE:BLBLIMITED-EQ,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1
NSE:BLISSGVS-EQ,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1
NSE:BLKASHYAP-EQ,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1
NSE:BLS-EQ,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1
NSE:BLSE-EQ,BLS E-Services Limited,BE,06-FEB-2024,10,1,INE0NLT01010,10
NSE:BLUECOAST-EQ,Blue Coast Hotels Limited,BE,16-FEB-2000,10,1,INE472B01011,10
NSE:BLUEDART-EQ,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10
NSE:BLUEJET-EQ,Blue Jet Healthcare Limited,EQ,01-NOV-2023,2,1,INE0KBH01020,2
NSE:BLUESTARCO-EQ,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2
NSE:BLUESTONE-EQ,BlueStone Jewellery and Lifestyle Limited,EQ,19-AUG-2025,1,1,INE304W01038,1
NSE:BLUSPRING-EQ,Bluspring Enterprises Limited,EQ,11-JUN-2025,10,1,INE0U4101014,10
NSE:BODALCHEM-EQ,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2
NSE:BOHRAIND-EQ,Bohra Industries Limited,EQ,27-OCT-2022,10,1,INE802W01023,10
NSE:BOMDYEING-EQ,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2
NSE:BORANA-EQ,Borana Weaves Limited,EQ,27-MAY-2025,10,1,INE16SF01016,10
NSE:BOROLTD-EQ,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1
NSE:BORORENEW-EQ,BOROSIL RENEWABLES LIMITED,EQ,25-MAY-2018,1,1,INE666D01022,1
NSE:BOROSCI-EQ,Borosil Scientific Limited,EQ,07-JUN-2024,1,1,INE02L001032,1
NSE:BOSCHLTD-EQ,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10
NSE:BPCL-EQ,Bharat Petroleum Corporation Limited,EQ,13-SEP-1995,10,1,INE029A01011,10
NSE:BPL-EQ,BPL Limited,EQ,14-JUN-1995,10,1,INE110A01019,10
NSE:BRIGADE-EQ,Brigade Enterprises Limited,EQ,31-DEC-2007,10,1,INE791I01019,10
NSE:BRIGHOTEL-EQ,Brigade Hotel Ventures Limited,EQ,31-JUL-2025,10,1,INE03NU01014,10
NSE:BRITANNIA-EQ,Britannia Industries Limited,EQ,05-NOV-1998,1,1,INE216A01030,1
NSE:BRNL-EQ,Bharat Road Network Limited,EQ,18-SEP-2017,10,1,INE727S01012,10
NSE:BROOKS-EQ,Brooks Laboratories Limited,BE,05-SEP-2011,10,1,INE650L01011,10
NSE:BSE-EQ,BSE Limited,EQ,03-FEB-2017,2,1,INE118H01025,2
NSE:BSHSL-EQ,Bombay Super Hybrid Seeds Limited,EQ,28-OCT-2020,1,1,INE032Z01020,1
NSE:BSL-EQ,BSL Limited,BE,27-JUL-1995,10,1,INE594B01012,10
NSE:BSOFT-EQ,BIRLASOFT LIMITED,EQ,24-NOV-1999,2,1,INE836A01035,2
NSE:BTML-EQ,Bodhi Tree Multimedia Limited,EQ,15-FEB-2023,1,1,INE0EEJ01023,1
NSE:BUTTERFLY-EQ,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10
NSE:BVCL-EQ,Barak Valley Cements Limited,EQ,23-NOV-2007,10,1,INE139I01011,10
NSE:BYKE-EQ,The Byke Hospitality Ltd,BE,15-APR-2015,10,1,INE319B01014,10
NSE:CALSOFT-EQ,California Software Company Limited,BE,28-JUN-2000,10,1,INE526B01014,10
NSE:CAMLINFINE-EQ,Camlin Fine Sciences Limited,BE,20-JAN-2015,1,1,INE052I01032,1
NSE:CAMPUS-EQ,Campus Activewear Limited,EQ,09-MAY-2022,5,1,INE278Y01022,5
NSE:CAMS-EQ,Computer Age Management Services Limited,EQ,07-MAY-2021,10,1,INE596I01012,10
NSE:CANBK-EQ,Canara Bank,EQ,23-DEC-2002,2,1,INE476A01022,2
NSE:CANFINHOME-EQ,Can Fin Homes Limited,EQ,10-MAY-1995,2,1,INE477A01020,2
NSE:CANTABIL-EQ,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,INE068L01024,2
NSE:CAPACITE-EQ,Capacit'e Infraprojects Limited,EQ,25-SEP-2017,10,1,INE264T01014,10
NSE:CAPITALSFB-EQ,Capital Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE646H01017,10
NSE:CAPLIPOINT-EQ,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,INE475E01026,2
NSE:CAPTRUST-EQ,Capital Trust Limited,BE,16-JAN-2017,10,1,INE707C01018,10
NSE:CARBORUNIV-EQ,Carborundum Universal Limited,EQ,03-APR-1996,1,1,INE120A01034,1
NSE:CARERATING-EQ,CARE Ratings Limited,EQ,26-DEC-2012,10,1,INE752H01013,10
NSE:CARRARO-EQ,Carraro India Limited,EQ,30-DEC-2024,10,1,INE0V7W01012,10
NSE:CARTRADE-EQ,Cartrade Tech Limited,EQ,20-AUG-2021,10,1,INE290S01011,10
NSE:CARYSIL-EQ,CARYSIL LIMITED,EQ,14-JAN-2021,2,1,INE482D01024,2
NSE:CASTROLIND-EQ,Castrol India Limited,EQ,14-MAR-2014,5,1,INE172A01027,5
NSE:CCCL-EQ,Consolidated Construction Consortium Limited,EQ,15-OCT-2007,2,1,INE429I01024,2
NSE:CCHHL-EQ,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2
NSE:CCL-EQ,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,INE421D01022,2
NSE:CDSL-EQ,Central Depository Services (India) Limited,EQ,30-JUN-2017,10,1,INE736A01011,10
NSE:CEATLTD-EQ,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10
NSE:CEIGALL-EQ,Ceigall India Limited,EQ,08-AUG-2024,5,1,INE0AG901020,5
NSE:CELEBRITY-EQ,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10
NSE:CELLO-EQ,Cello World Limited,EQ,06-NOV-2023,5,1,INE0LMW01024,5
NSE:CENTENKA-EQ,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10
NSE:CENTEXT-EQ,Century Extrusions Limited,EQ,20-JUL-2004,1,1,INE281A01026,1
NSE:CENTRALBK-EQ,Central Bank of India,EQ,21-AUG-2007,10,1,INE483A01010,10
NSE:CENTRUM-EQ,Centrum Capital Limited,BE,04-APR-2018,1,1,INE660C01027,1
NSE:CENTUM-EQ,Centum Electronics Limited,EQ,05-OCT-2007,10,1,INE320B01020,10
NSE:CENTURYPLY-EQ,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,INE348B01021,1
NSE:CERA-EQ,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,INE739E01017,5
NSE:CEREBRAINT-EQ,Cerebra Integrated Technologies Limited,BZ,26-JUN-2013,10,1,INE345B01019,10
NSE:CESC-EQ,CESC Limited,EQ,08-FEB-1995,1,1,INE486A01021,1
NSE:CEWATER-EQ,Concord Enviro Systems Limited,EQ,27-DEC-2024,5,1,INE037Z01029,5
NSE:CGCL-EQ,Capri Global Capital Limited,EQ,29-OCT-2010,1,1,INE180C01042,1
NSE:CGPOWER-EQ,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,INE067A01029,2
NSE:CHALET-EQ,Chalet Hotels Limited,EQ,07-FEB-2019,10,1,INE427F01016,10
NSE:CHAMBLFERT-EQ,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,INE085A01013,10
NSE:CHEMBOND-EQ,Chembond Material Technologies Limited,BE,20-NOV-2019,5,1,INE995D01025,5
NSE:CHEMBONDCH-EQ,Chembond Chemicals Limited,EQ,23-JUL-2025,5,1,INE0TGX01019,5
NSE:CHEMCON-EQ,Chemcon Speciality Chemicals Limited,EQ,01-OCT-2020,10,1,INE03YM01018,10
NSE:CHEMFAB-EQ,Chemfab Alkalis Limited,EQ,25-APR-2018,10,1,INE783X01023,10
NSE:CHEMPLASTS-EQ,Chemplast Sanmar Limited,EQ,24-AUG-2021,5,1,INE488A01050,5
NSE:CHENNPETRO-EQ,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,INE178A01016,10
NSE:CHEVIOT-EQ,Cheviot Company Limited,EQ,20-JUN-2022,10,1,INE974B01016,10
NSE:CHOICEIN-EQ,Choice International Limited,EQ,08-APR-2022,10,1,INE102B01014,10
NSE:CHOLAFIN-EQ,Cholamandalam Investment and Finance Company Limited,EQ,15-MAY-1996,2,1,INE121A01024,2
NSE:CHOLAHLDNG-EQ,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1
NSE:CIEINDIA-EQ,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10
NSE:CIFL-EQ,Capital India Finance Limited,EQ,17-APR-2025,2,1,INE345H01024,2
NSE:CIGNITITEC-EQ,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10
NSE:CINELINE-EQ,Cineline India Limited,EQ,13-JUN-2012,5,1,INE704H01022,5
NSE:CINEVISTA-EQ,Cinevista Limited,BE,02-MAY-2000,2,1,INE039B01026,2
NSE:CIPLA-EQ,Cipla Limited,EQ,08-FEB-1995,2,1,INE059A01026,2
NSE:CLEAN-EQ,Clean Science and Technology Limited,EQ,19-JUL-2021,1,1,INE227W01023,1
NSE:CLEDUCATE-EQ,CL Educate Limited,EQ,31-MAR-2017,5,1,INE201M01029,5
NSE:CLSEL-EQ,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2,1,INE419D01026,2
NSE:CMSINFO-EQ,CMS Info Systems Limited,EQ,31-DEC-2021,10,1,INE925R01014,10
NSE:COALINDIA-EQ,Coal India Limited,EQ,04-NOV-2010,10,1,INE522F01014,10
NSE:COASTCORP-EQ,Coastal Corporation Limited,EQ,08-OCT-2021,2,1,INE377E01024,2
NSE:COCHINSHIP-EQ,Cochin Shipyard Limited,EQ,11-AUG-2017,5,1,INE704P01025,5
NSE:COFFEEDAY-EQ,Coffee Day Enterprises Limited,EQ,02-NOV-2015,10,1,INE335K01011,10
NSE:COFORGE-EQ,Coforge Limited,EQ,30-AUG-2004,2,1,INE591G01025,2
NSE:COHANCE-EQ,Cohance Lifesciences Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1
NSE:COLPAL-EQ,Colgate Palmolive (India) Limited,EQ,17-DEC-2007,1,1,INE259A01022,1
NSE:COMPUSOFT-EQ,Compucom Software Limited,EQ,02-MAR-2012,2,1,INE453B01029,2
NSE:COMSYN-EQ,Commercial Syn Bags Limited,EQ,23-JAN-2024,10,1,INE073V01015,10
NSE:CONCOR-EQ,Container Corporation of India Limited,EQ,07-MAY-1997,5,1,INE111A01025,5
NSE:CONCORDBIO-EQ,Concord Biotech Limited,EQ,18-AUG-2023,1,1,INE338H01029,1
NSE:CONFIPET-EQ,Confidence Petroleum India Limited,EQ,13-JUN-2019,1,1,INE552D01024,1
NSE:CONSOFINVT-EQ,Consolidated Finvest & Holdings Limited,EQ,29-MAR-2005,10,1,INE025A01027,10
NSE:CONTROLPR-EQ,Control Print Limited,EQ,24-JUN-2016,10,1,INE663B01015,10
NSE:CORALFINAC-EQ,Coral India Finance & Housing Limited,EQ,25-MAR-1996,2,1,INE558D01021,2
NSE:CORDSCABLE-EQ,Cords Cable Industries Limited,EQ,13-FEB-2008,10,1,INE792I01017,10
NSE:COROMANDEL-EQ,Coromandel International Limited,EQ,31-MAY-1995,1,1,INE169A01031,1
NSE:COSMOFIRST-EQ,COSMO FIRST LIMITED,EQ,25-MAY-1995,10,1,INE757A01017,10
NSE:COUNCODOS-EQ,Country Condo's Limited,EQ,22-JAN-2009,1,1,INE695B01025,1
NSE:CPCAP-EQ,CP Capital Limited,EQ,06-OCT-2010,10,1,INE521J01018,10
NSE:CPPLUS-EQ,Aditya Infotech Limited,EQ,05-AUG-2025,1,1,INE819V01029,1
NSE:CRAFTSMAN-EQ,Craftsman Automation Limited,EQ,25-MAR-2021,5,1,INE00LO01017,5
NSE:CREATIVE-EQ,Creative Newtech Limited,EQ,05-AUG-2019,10,1,INE985W01018,10
NSE:CREATIVEYE-EQ,Creative Eye Limited,BE,20-DEC-2000,5,1,INE230B01021,5
NSE:CREDITACC-EQ,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10,1,INE741K01010,10
NSE:CREST-EQ,Crest Ventures Limited,EQ,27-DEC-2006,10,1,INE559D01011,10
NSE:CRISIL-EQ,CRISIL Limited,EQ,28-JUN-1995,1,1,INE007A01025,1
NSE:CRIZAC-EQ,Crizac Limited,EQ,09-JUL-2025,2,1,INE0S4R01014,2
NSE:CROMPTON-EQ,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2
NSE:CROWN-EQ,Crown Lifters Limited,EQ,08-FEB-2022,10,1,INE491V01019,10
NSE:CSBBANK-EQ,CSB Bank Limited,EQ,04-DEC-2019,10,1,INE679A01013,10
NSE:CSLFINANCE-EQ,CSL Finance Limited,EQ,21-JUL-2022,10,1,INE718F01018,10
NSE:CTE-EQ,Cambridge Technology Enterprises Limited,BE,07-FEB-2007,10,1,INE627H01017,10
NSE:CUB-EQ,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1
NSE:CUBEXTUB-EQ,Cubex Tubings Limited,BE,24-APR-1996,10,1,INE144D01012,10
NSE:CUMMINSIND-EQ,Cummins India Limited,EQ,29-MAR-1995,2,1,INE298A01020,2
NSE:CUPID-EQ,Cupid Limited,EQ,16-SEP-2016,1,1,INE509F01029,1
NSE:CURAA-EQ,Cura Technologies Limited,BE,21-MAR-2025,10,1,INE117B01020,10
NSE:CYBERMEDIA-EQ,Cyber Media (India) Limited,EQ,10-JUN-2005,10,1,INE278G01037,10
NSE:CYBERTECH-EQ,Cybertech Systems And Software Limited,EQ,27-JAN-1999,10,1,INE214A01019,10
NSE:CYIENT-EQ,Cyient Limited,EQ,30-SEP-1998,5,1,INE136B01020,5
NSE:CYIENTDLM-EQ,Cyient DLM Limited,EQ,10-JUL-2023,10,1,INE055S01018,10
NSE:DABUR-EQ,Dabur India Limited,EQ,28-APR-1999,1,1,INE016A01026,1
NSE:DALBHARAT-EQ,Dalmia Bharat Limited,EQ,22-JAN-2019,2,1,INE00R701025,2
NSE:DALMIASUG-EQ,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,INE495A01022,2
NSE:DAMCAPITAL-EQ,Dam Capital Advisors Limited,EQ,27-DEC-2024,2,1,INE284H01025,2
NSE:DAMODARIND-EQ,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5
NSE:DANGEE-EQ,Dangee Dums Limited,BE,13-NOV-2020,1,1,INE688Y01022,1
NSE:DATAMATICS-EQ,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,INE365B01017,5
NSE:DATAPATTNS-EQ,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2
NSE:DAVAN-RE1-EQ,Davangere Sugar Company Limited-RE,BE,14-AUG-2025,1,1,INE179G20029,1
NSE:DAVANGERE-EQ,Davangere Sugar Company Limited,EQ,25-JAN-2024,1,1,INE179G01029,1
NSE:DBCORP-EQ,D.B.Corp Limited,EQ,06-JAN-2010,10,1,INE950I01011,10
NSE:DBEIL-EQ,Deepak Builders & Engineers India Limited,EQ,28-OCT-2024,10,1,INE0OPA01019,10
NSE:DBL-EQ,Dilip Buildcon Limited,EQ,11-AUG-2016,10,1,INE917M01012,10
NSE:DBOL-EQ,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10,1,INE0I3401014,10
NSE:DBREALTY-EQ,Valor Estate Limited,EQ,24-FEB-2010,10,1,INE879I01012,10
NSE:DBSTOCKBRO-EQ,DB (International) Stock Brokers Limited,EQ,29-FEB-2012,2,1,INE921B01025,2
NSE:DCAL-EQ,Dishman Carbogen Amcis Limited,BE,21-SEP-2017,2,1,INE385W01011,2
NSE:DCBBANK-EQ,DCB Bank Limited,EQ,27-OCT-2006,10,1,INE503A01015,10
NSE:DCI-EQ,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10,1,INE0A1101019,10
NSE:DCM-EQ,DCM  Limited,EQ,29-MAR-1995,10,1,INE498A01018,10
NSE:DCMFINSERV-EQ,DCM Financial Services Limited,BE,21-MAY-1997,10,1,INE891B01012,10
NSE:DCMNVL-EQ,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10
NSE:DCMSHRIRAM-EQ,DCM Shriram Limited,EQ,12-APR-1995,2,1,INE499A01024,2
NSE:DCMSRIND-EQ,DCM Shriram Industries Limited,EQ,24-DEC-2021,2,1,INE843D01027,2
NSE:DCW-EQ,DCW Limited,EQ,25-MAY-1995,2,1,INE500A01029,2
NSE:DCXINDIA-EQ,DCX Systems Limited,EQ,11-NOV-2022,2,1,INE0KL801015,2
NSE:DDEVPLSTIK-EQ,Ddev Plastiks Industries Limited,EQ,15-JAN-2025,1,1,INE0HR601026,1
NSE:DECCANCE-EQ,Deccan Cements Limited,EQ,02-AUG-2007,5,1,INE583C01021,5
NSE:DEEDEV-EQ,DEE Development Engineers Limited,EQ,26-JUN-2024,10,1,INE841L01016,10
NSE:DEEPAKFERT-EQ,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-JAN-2003,10,1,INE501A01019,10
NSE:DEEPAKNTR-EQ,Deepak Nitrite Limited,EQ,29-SEP-2010,2,1,INE288B01029,2
NSE:DEEPINDS-EQ,Deep Industries Limited,EQ,27-APR-2021,5,1,INE0FHS01024,5
NSE:DELHIVERY-EQ,Delhivery Limited,EQ,24-MAY-2022,1,1,INE148O01028,1
NSE:DELPHIFX-EQ,DELPHI WORLD MONEY LIMITED,BE,28-JUN-2011,10,1,INE726L01019,10
NSE:DELTACORP-EQ,Delta Corp Limited,EQ,02-NOV-2007,1,1,INE124G01033,1
NSE:DELTAMAGNT-EQ,Delta Manufacturing Limited,BE,18-OCT-1995,10,1,INE393A01011,10
NSE:DEN-EQ,Den Networks Limited,EQ,24-NOV-2009,10,1,INE947J01015,10
NSE:DENORA-EQ,De Nora India Limited,EQ,07-AUG-1997,10,1,INE244A01016,10
NSE:DENTA-EQ,Denta Water and Infra Solutions Limited,EQ,29-JAN-2025,10,1,INE0R4L01018,10
NSE:DEVIT-EQ,Dev Information Technology Limited,EQ,15-FEB-2022,2,1,INE060X01034,2
NSE:DEVYANI-EQ,Devyani International Limited,EQ,16-AUG-2021,1,1,INE872J01023,1
NSE:DGCONTENT-EQ,Digicontent Limited,BE,18-JUN-2019,2,1,INE03JI01017,2
NSE:DHAMPURSUG-EQ,Dhampur Sugar Mills Limited,EQ,29-MAR-1995,10,1,INE041A01016,10
NSE:DHANBANK-EQ,Dhanlaxmi Bank Limited,EQ,01-APR-2004,10,1,INE680A01011,10
NSE:DHANI-EQ,Dhani Services Limited,EQ,02-APR-2008,2,1,INE274G01010,2
NSE:DHANUKA-EQ,Dhanuka Agritech Limited,EQ,29-JUN-2011,2,1,INE435G01025,2
NSE:DHARAN-EQ,DHARAN INFRA-EPC LIMITED,BE,02-APR-2018,1,1,INE278R01034,1
NSE:DHARMAJ-EQ,Dharmaj Crop Guard Limited,BE,08-DEC-2022,10,1,INE00OQ01016,10
NSE:DHRUV-EQ,Dhruv Consultancy Services Limited,BE,25-NOV-2021,10,1,INE506Z01015,10
NSE:DHUNINV-EQ,Dhunseri Investments Limited,EQ,18-MAR-2011,10,1,INE320L01011,10
NSE:DIACABS-EQ,Diamond Power Infrastructure Limited,EQ,15-SEP-2023,1,1,INE989C01038,1
NSE:DIAMINESQ-EQ,Diamines & Chemicals Limited,EQ,25-SEP-2023,10,1,INE591D01014,10
NSE:DIAMONDYD-EQ,Prataap Snacks Limited,EQ,05-OCT-2017,5,1,INE393P01035,5
NSE:DICIND-EQ,DIC India Limited,EQ,30-AUG-1995,10,1,INE303A01010,10
NSE:DIFFNKG-EQ,Diffusion Engineers Limited,EQ,04-OCT-2024,10,1,INE184O01015,10
NSE:DIGIDRIVE-EQ,Digidrive Distributors Limited,EQ,10-JAN-2024,10,1,INE0PSC01024,10
NSE:DIGISPICE-EQ,DiGiSPICE Technologies Limited,EQ,27-MAY-2008,3,1,INE927C01020,3
NSE:DIGITIDE-EQ,Digitide Solutions Limited,EQ,11-JUN-2025,10,1,INE0U4701011,10
NSE:DIGJAMLMTD-EQ,Digjam Limited,BE,18-OCT-2021,10,1,INE731U01028,10
NSE:DIL-EQ,Debock Industries Limited,EQ,31-MAR-2022,10,1,INE411Y01011,10
NSE:DISHTV-EQ,Dish TV India Limited,EQ,18-APR-2007,1,1,INE836F01026,1
NSE:DIVGIITTS-EQ,Divgi Torqtransfer Systems Limited,EQ,14-MAR-2023,5,1,INE753U01022,5
NSE:DIVISLAB-EQ,Divi's Laboratories Limited,EQ,12-MAR-2003,2,1,INE361B01024,2
NSE:DIXON-EQ,Dixon Technologies (India) Limited,EQ,18-SEP-2017,2,1,INE935N01020,2
NSE:DJML-EQ,DJ Mediaprint & Logistics Limited,EQ,05-DEC-2022,10,1,INE0B1K01014,10
NSE:DLF-EQ,DLF Limited,EQ,05-JUL-2007,2,1,INE271C01023,2
NSE:DLINKINDIA-EQ,D-Link (India) Limited,EQ,18-DEC-2009,2,1,INE250K01012,2
NSE:DMART-EQ,Avenue Supermarts Limited,EQ,21-MAR-2017,10,1,INE192R01011,10
NSE:DMCC-EQ,DMCC SPECIALITY CHEMICALS LIMITED,EQ,01-DEC-2021,10,1,INE505A01010,10
NSE:DNAMEDIA-EQ,Diligent Media Corporation Limited,EQ,11-DEC-2017,1,1,INE016M01021,1
NSE:DODLA-EQ,Dodla Dairy Limited,EQ,28-JUN-2021,10,1,INE021O01019,10
NSE:DOLATALGO-EQ,Dolat Algotech Limited,EQ,12-JAN-2024,1,1,INE966A01022,1
NSE:DOLLAR-EQ,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2
NSE:DOLPHIN-EQ,Dolphin Offshore Enterprises (India) Limited,EQ,21-AUG-2023,1,1,INE920A01037,1
NSE:DOMS-EQ,DOMS Industries Limited,EQ,20-DEC-2023,10,1,INE321T01012,10
NSE:DONEAR-EQ,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2
